campaign_id,name,created_at,share_token,total_reach,total_cost,total_views,sharing_settings
1791d0da-36fc-49f5-bbf7-05c2262ed9c2,Campaign 1,2025-05-01 18:26:04,b16db5a1,0,0,0,"{""include_costs"": false, ""include_influencer_details"": true, ""include_notes"": false}"
